s,d2xds2,d2yds2,d2zds2
3.529004375332024210e+02,3.330669073875469621e-16,0.000000000000000000e+00,0.000000000000000000e+00
3.542741749069397770e+02,5.662137425588298356e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.556479122806771329e+02,5.495603971894524875e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.570216496544145457e+02,-5.495603971894524875e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.583953870281519016e+02,-1.665334536937734811e-16,0.000000000000000000e+00,0.000000000000000000e+00
3.597691244018892576e+02,7.438494264988548821e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.611428617756266704e+02,-5.551115123125782702e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.625165991493640263e+02,-3.719247132494274410e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.638903365231013822e+02,7.494005416219806648e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.652640738968387950e+02,-3.719247132494274410e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.666378112705761509e+02,2.669697069695997627e-05,-3.365101644679602787e-03,0.000000000000000000e+00
3.680115486443135069e+02,3.515993618938839660e-04,-1.612430034603081971e-02,0.000000000000000000e+00
3.689952384020716067e+02,1.049921056617941773e-03,-2.753429326756542256e-02,0.000000000000000000e+00
3.699789281598297066e+02,2.045417871897603490e-03,-3.218501466048191706e-02,0.000000000000000000e+00
3.709626179175878065e+02,3.065552095473322858e-03,-3.210391398748995567e-02,0.000000000000000000e+00
3.719463076753459063e+02,4.082599567943656638e-03,-3.199048739444414202e-02,0.000000000000000000e+00
3.729299974331040062e+02,5.095536208716278104e-03,-3.184484909230865524e-02,0.000000000000000000e+00
3.739136871908621060e+02,6.103342076457463072e-03,-3.166714572650691784e-02,0.000000000000000000e+00
3.748973769486202059e+02,7.105002396085524641e-03,-3.145755622926958706e-02,0.000000000000000000e+00
3.758810667063783058e+02,8.099508580565073501e-03,-3.121629163946171293e-02,0.000000000000000000e+00
3.768647564641364056e+02,9.085859246470651129e-03,-3.094359489005144015e-02,0.000000000000000000e+00
3.778484462218945055e+02,1.006306122229100319e-02,-3.063974056356177922e-02,0.000000000000000000e+00
3.788321359796526053e+02,1.103013054846896379e-02,-3.030503461555608680e-02,0.000000000000000000e+00
3.798158257374107052e+02,1.198609346816742471e-02,-2.993981406653425936e-02,0.000000000000000000e+00
3.807995154951688050e+02,1.292998740776335476e-02,-2.954444666263547625e-02,0.000000000000000000e+00
3.817832052529269049e+02,1.386086194606994670e-02,-2.911933050532439227e-02,0.000000000000000000e+00
3.827668950106850048e+02,1.477777977132815890e-02,-2.866489365053015437e-02,0.000000000000000000e+00
3.837505847684431046e+02,1.567981762501080567e-02,-2.818159367765554757e-02,0.000000000000000000e+00
3.847342745262012045e+02,1.656606723147097116e-02,-2.766991722880107751e-02,0.000000000000000000e+00
3.857179642839593043e+02,1.743563621248106488e-02,-2.713037951876573484e-02,0.000000000000000000e+00
3.867016540417174042e+02,1.828764898577328601e-02,-2.656352381630627812e-02,0.000000000000000000e+00
3.876853437994755041e+02,1.912124764671191413e-02,-2.596992089705613127e-02,0.000000000000000000e+00
3.886690335572336039e+02,1.993559283211759903e-02,-2.535016846883020314e-02,0.000000000000000000e+00
3.896527233149917038e+02,2.072986456540665268e-02,-2.470489056980978981e-02,0.000000000000000000e+00
3.906364130727498036e+02,2.150326308226474525e-02,-2.403473694013130713e-02,0.000000000000000000e+00
3.916201028305079035e+02,2.225500963595755666e-02,-2.334038236768115615e-02,0.000000000000000000e+00
3.926037925882660033e+02,2.298434728143261552e-02,-2.262252600866154761e-02,0.000000000000000000e+00
3.935874823460241032e+02,2.369054163748679498e-02,-2.188189068359169820e-02,0.000000000000000000e+00
3.945711721037822031e+02,2.437288162626966015e-02,-2.111922214945649579e-02,0.000000000000000000e+00
3.955548618615403029e+02,2.503068018926479787e-02,-2.033528834880521385e-02,0.000000000000000000e+00
3.965385516192984028e+02,2.566327497906406574e-02,-1.953087863653818479e-02,0.000000000000000000e+00
3.975222413770565026e+02,2.627002902634045789e-02,-1.870680298505067451e-02,0.000000000000000000e+00
3.985059311348146025e+02,2.685033138120279661e-02,-1.786389116866365923e-02,0.000000000000000000e+00
3.994896208925727024e+02,2.740359772836992169e-02,-1.700299192812304572e-02,0.000000000000000000e+00
4.004733106503308022e+02,2.792927097553243865e-02,-1.612497211599245306e-02,0.000000000000000000e+00
4.014570004080889021e+02,2.842682181428088373e-02,-1.523071582379870170e-02,0.000000000000000000e+00
4.024406901658470019e+02,2.889574925310395281e-02,-1.432112349182185218e-02,0.000000000000000000e+00
4.034243799236051018e+02,2.933558112181530730e-02,-1.339711100243934361e-02,0.000000000000000000e+00
4.044080696813632017e+02,2.974587454700455824e-02,-1.245960875790053102e-02,0.000000000000000000e+00
4.053917594391213015e+02,3.012621639797918860e-02,-1.150956074350339975e-02,0.000000000000000000e+00
4.063754491968794014e+02,3.047622370272939918e-02,-1.054792357705947037e-02,0.000000000000000000e+00
4.073591389546375012e+02,3.079554403356871140e-02,-9.575665545677902735e-03,0.000000000000000000e+00
4.083428287123956011e+02,3.108385586199455264e-02,-8.593765630792948862e-03,0.000000000000000000e+00
4.093265184701537009e+02,3.134086888243406421e-02,-7.603212522372060356e-03,0.000000000000000000e+00
4.103102082279118008e+02,3.156632430455938443e-02,-6.605003623432248450e-03,0.000000000000000000e+00
4.112938979856699007e+02,3.175999511387156415e-02,-5.600144045742716514e-03,0.000000000000000000e+00
4.122775877434280005e+02,3.192168630028541232e-02,-4.589645597700475754e-03,0.000000000000000000e+00
4.132612775011861004e+02,3.205123505447794729e-02,-3.574525765581149095e-03,0.000000000000000000e+00
4.142449672589442002e+02,3.214851093183694608e-02,-2.555806689021777878e-03,0.000000000000000000e+00
4.152286570167023001e+02,3.221341598380474125e-02,-1.534514131769859624e-03,0.000000000000000000e+00
4.162123467744604000e+02,3.224588485648988839e-02,-5.116764488589664595e-04,0.000000000000000000e+00
4.171960365322184998e+02,3.224588485648898634e-02,5.116764488635183739e-04,0.000000000000000000e+00
4.181797262899765997e+02,3.221341598380474125e-02,1.534514131770747802e-03,0.000000000000000000e+00
4.191634160477346995e+02,3.214851093183876407e-02,2.555806689018114142e-03,0.000000000000000000e+00
4.201471058054927994e+02,3.205123505447704524e-02,3.574525765580260916e-03,0.000000000000000000e+00
4.211307955632508992e+02,3.192168630028450332e-02,4.589645597695035661e-03,0.000000000000000000e+00
4.221144853210089991e+02,3.175999511387246621e-02,5.600144045741828336e-03,0.000000000000000000e+00
4.230981750787670990e+02,3.156632430455938443e-02,6.605003623441296767e-03,0.000000000000000000e+00
4.240818648365251988e+02,3.134086888243406421e-02,7.603212522371172177e-03,0.000000000000000000e+00
4.250655545942832987e+02,3.108385586199455264e-02,8.593765630791172505e-03,0.000000000000000000e+00
4.260492443520413985e+02,3.079554403356871140e-02,9.575665545679679092e-03,0.000000000000000000e+00
4.270329341097994984e+02,3.047622370272851100e-02,1.054792357705675032e-02,0.000000000000000000e+00
4.280166238675575983e+02,3.012621639797918860e-02,1.150956074350345526e-02,0.000000000000000000e+00
4.290003136253156981e+02,2.974587454700725053e-02,1.245960875789869915e-02,0.000000000000000000e+00
4.299840033830737980e+02,2.933558112181530730e-02,1.339711100243751174e-02,0.000000000000000000e+00
4.309676931408318978e+02,2.889574925310214870e-02,1.432112349182501632e-02,0.000000000000000000e+00
4.319513828985899977e+02,2.842682181427999555e-02,1.523071582379825761e-02,0.000000000000000000e+00
4.329350726563480976e+02,2.792927097553155047e-02,1.612497211599517311e-02,0.000000000000000000e+00
4.339187624141061974e+02,2.740359772837169805e-02,1.700299192812532167e-02,0.000000000000000000e+00
4.349024521718642973e+02,2.685033138120462848e-02,1.786389116865733095e-02,0.000000000000000000e+00
4.358861419296223971e+02,2.627002902634134607e-02,1.870680298504656669e-02,0.000000000000000000e+00
4.368698316873804970e+02,2.566327497906040200e-02,1.953087863654362488e-02,0.000000000000000000e+00
4.378535214451385968e+02,2.503068018926124516e-02,2.033528834880971026e-02,0.000000000000000000e+00
4.388372112028966967e+02,2.437288162627504473e-02,2.111922214945105569e-02,0.000000000000000000e+00
4.398209009606547966e+02,2.369054163748768316e-02,2.188189068359125411e-02,0.000000000000000000e+00
4.408045907184128964e+02,2.298434728142723094e-02,2.262252600866926366e-02,0.000000000000000000e+00
4.417882804761709963e+02,2.225500963595933301e-02,2.334038236768165575e-02,0.000000000000000000e+00
4.427719702339290961e+02,2.150326308226746530e-02,2.403473694012431272e-02,0.000000000000000000e+00
4.437556599916871960e+02,2.072986456540759637e-02,2.470489056980595954e-02,0.000000000000000000e+00
4.447393497494452959e+02,1.993559283212753552e-02,2.535016846882748309e-02,0.000000000000000000e+00
4.457230395072033957e+02,1.912124764672235022e-02,2.596992089704963647e-02,0.000000000000000000e+00
4.467067292649614387e+02,1.828764898576668019e-02,2.656352381631016391e-02,0.000000000000000000e+00
4.476904190227195386e+02,1.743563621246663198e-02,2.713037951877622644e-02,0.000000000000000000e+00
4.486741087804776384e+02,1.656606723146869520e-02,2.766991722880191018e-02,0.000000000000000000e+00
4.496577985382357383e+02,1.567981762501352572e-02,2.818159367765657453e-02,0.000000000000000000e+00
4.506414882959938382e+02,1.477777977133226672e-02,2.866489365053001559e-02,0.000000000000000000e+00
4.516251780537519380e+02,1.386086194608077138e-02,2.911933050531739786e-02,0.000000000000000000e+00
4.526088678115100379e+02,1.292998740777095978e-02,2.954444666263375541e-02,0.000000000000000000e+00
4.535925575692680809e+02,1.198609346816187360e-02,2.993981406653759003e-02,0.000000000000000000e+00
4.545762473270261808e+02,1.103013054845536356e-02,3.030503461555991707e-02,0.000000000000000000e+00
4.555599370847842806e+02,1.006306122228423083e-02,3.063974056356794096e-02,0.000000000000000000e+00
4.565436268425423805e+02,9.085859246471095219e-03,3.094359489004908093e-02,0.000000000000000000e+00
4.575273166003004803e+02,8.099508580572345462e-03,3.121629163945471852e-02,0.000000000000000000e+00
4.585110063580585802e+02,7.105002396099568962e-03,3.145755622927121076e-02,0.000000000000000000e+00
4.594946961158166800e+02,6.103342076464735033e-03,3.166714572650913828e-02,0.000000000000000000e+00
4.604783858735747231e+02,5.095536208709172676e-03,3.184484909231102834e-02,0.000000000000000000e+00
4.614620756313328229e+02,4.082599567929334761e-03,3.199048739444630696e-02,0.000000000000000000e+00
4.624457653890909228e+02,3.065552095466106408e-03,3.210391398749028180e-02,0.000000000000000000e+00
4.634294551468490226e+02,2.045417871898158602e-03,3.218501466048315218e-02,0.000000000000000000e+00
4.644131449046071225e+02,1.023224085909046899e-03,2.416919162288828915e-02,0.000000000000000000e+00
4.653968346623652224e+02,5.117408628723009575e-04,1.612091197392115025e-02,0.000000000000000000e+00
