s,d2xds2,d2yds2,d2zds2
1.493816089926339998e+02,-1.477777977132976872e-02,2.866489365053848104e-02,0.000000000000000000e+00
1.503652987503920713e+02,-1.567981762502601573e-02,2.818159367765407652e-02,0.000000000000000000e+00
1.513489885081501711e+02,-1.656606723146869520e-02,2.766991722879724724e-02,0.000000000000000000e+00
1.523326782659082710e+02,-1.743563621248622741e-02,2.713037951876651199e-02,0.000000000000000000e+00
1.533163680236663424e+02,-1.828764898577328601e-02,2.656352381630150417e-02,0.000000000000000000e+00
1.543000577814244707e+02,-1.912124764670741772e-02,2.596992089705790763e-02,0.000000000000000000e+00
1.552837475391825421e+02,-1.993559283210166733e-02,2.535016846884136088e-02,0.000000000000000000e+00
1.562674372969406420e+02,-2.072986456540332201e-02,2.470489056981178821e-02,0.000000000000000000e+00
1.572511270546987134e+02,-2.150326308228317496e-02,2.403473694012014938e-02,0.000000000000000000e+00
1.582348168124568133e+02,-2.225500963596654946e-02,2.334038236767371766e-02,0.000000000000000000e+00
1.592185065702149132e+02,-2.298434728142723094e-02,2.262252600866648811e-02,0.000000000000000000e+00
1.602021963279730130e+02,-2.369054163747957853e-02,2.188189068360074652e-02,0.000000000000000000e+00
1.611858860857311129e+02,-2.437288162628170607e-02,2.111922214945910481e-02,0.000000000000000000e+00
1.621695758434891843e+02,-2.503068018926518645e-02,2.033528834880049541e-02,0.000000000000000000e+00
1.631532656012472842e+02,-2.566327497905052102e-02,1.953087863653457656e-02,0.000000000000000000e+00
1.641369553590053840e+02,-2.627002902633324144e-02,1.870680298505694727e-02,0.000000000000000000e+00
1.651206451167634839e+02,-2.685033138120496154e-02,1.786389116866893279e-02,0.000000000000000000e+00
1.661043348745215553e+02,-2.740359772837119845e-02,1.700299192812149141e-02,0.000000000000000000e+00
1.670880246322796552e+02,-2.792927097553646321e-02,1.612497211599134284e-02,0.000000000000000000e+00
1.680717143900377266e+02,-2.842682181429487254e-02,1.523071582379936784e-02,0.000000000000000000e+00
1.690554041477958265e+02,-2.889574925311158560e-02,1.432112349182390609e-02,0.000000000000000000e+00
1.700390939055538979e+02,-2.933558112180129074e-02,1.339711100244217468e-02,0.000000000000000000e+00
1.710227836633119978e+02,-2.974587454699775813e-02,1.245960875790436129e-02,0.000000000000000000e+00
1.720064734210700692e+02,-3.012621639798684914e-02,1.150956074349362979e-02,0.000000000000000000e+00
1.729901631788281691e+02,-3.047622370273572745e-02,1.054792357704859018e-02,0.000000000000000000e+00
1.739738529365862689e+02,-3.079554403357231962e-02,9.575665545677902735e-03,0.000000000000000000e+00
1.749575426943443688e+02,-3.108385586198825212e-02,8.593765630789396148e-03,0.000000000000000000e+00
1.759412324521024686e+02,-3.134086888243677038e-02,7.603212522371172177e-03,0.000000000000000000e+00
1.769249222098605685e+02,-3.156632430456299265e-02,6.605003623440408589e-03,0.000000000000000000e+00
1.779086119676186684e+02,-3.175999511387606056e-02,5.600144045752597499e-03,0.000000000000000000e+00
1.788923017253767682e+02,-3.192168630029308674e-02,4.589645597705027669e-03,0.000000000000000000e+00
1.798759914831348397e+02,-3.205123505446486748e-02,3.574525765575820024e-03,0.000000000000000000e+00
1.808596812408929395e+02,-3.214851093182521241e-02,2.555806689011785870e-03,0.000000000000000000e+00
1.818433709986510394e+02,-3.221341598381557286e-02,1.534514131763420330e-03,0.000000000000000000e+00
1.828270607564091392e+02,-3.224588485648718222e-02,5.116764488589664595e-04,0.000000000000000000e+00
1.838107505141672391e+02,-3.224588485648718222e-02,-5.116764488580782810e-04,0.000000000000000000e+00
1.847944402719253389e+02,-3.221341598381557286e-02,-1.534514131767084066e-03,0.000000000000000000e+00
1.857781300296834388e+02,-3.214851093183243580e-02,-2.555806689018114142e-03,0.000000000000000000e+00
1.867618197874415387e+02,-3.205123505447163290e-02,-3.574525765579372738e-03,0.000000000000000000e+00
1.877455095451996385e+02,-3.192168630028541232e-02,-4.589645597698588375e-03,0.000000000000000000e+00
1.887291993029577384e+02,-3.175999511386884411e-02,-5.600144045746269228e-03,0.000000000000000000e+00
1.897128890607158382e+02,-3.156632430456299265e-02,-6.605003623439520410e-03,0.000000000000000000e+00
1.906965788184739381e+02,-3.134086888242955393e-02,-7.603212522364843906e-03,0.000000000000000000e+00
1.916802685762320380e+02,-3.108385586199592654e-02,-8.593765630785843435e-03,0.000000000000000000e+00
1.926639583339901094e+02,-3.079554403357998016e-02,-9.575665545683453850e-03,0.000000000000000000e+00
1.936476480917482093e+02,-3.047622370272851100e-02,-1.054792357705947037e-02,0.000000000000000000e+00
1.946313378495063091e+02,-3.012621639797918860e-02,-1.150956074350162339e-02,0.000000000000000000e+00
1.956150276072644090e+02,-2.974587454700453049e-02,-1.245960875790413924e-02,0.000000000000000000e+00
1.965987173650225088e+02,-2.933558112180809085e-02,-1.339711100244289632e-02,0.000000000000000000e+00
1.975824071227806087e+02,-2.889574925310395281e-02,-1.432112349182185218e-02,0.000000000000000000e+00
1.985660968805387085e+02,-2.842682181428723975e-02,-1.523071582379514899e-02,0.000000000000000000e+00
1.995497866382968084e+02,-2.792927097552885818e-02,-1.612497211598884483e-02,0.000000000000000000e+00
2.005334763960549083e+02,-2.740359772837841490e-02,-1.700299192812149141e-02,0.000000000000000000e+00
2.015171661538129797e+02,-2.685033138121223351e-02,-1.786389116866399229e-02,0.000000000000000000e+00
2.025008559115710796e+02,-2.627002902633324144e-02,-1.870680298505067451e-02,0.000000000000000000e+00
2.034845456693291794e+02,-2.566327497905052102e-02,-1.953087863653640843e-02,0.000000000000000000e+00
2.044682354270872793e+02,-2.503068018926518645e-02,-2.033528834880732328e-02,0.000000000000000000e+00
2.054519251848453507e+02,-2.437288162628170607e-02,-2.111922214946043708e-02,0.000000000000000000e+00
2.064356149426034506e+02,-2.369054163747957853e-02,-2.188189068359353007e-02,0.000000000000000000e+00
2.074193047003615504e+02,-2.298434728142723094e-02,-2.262252600866693220e-02,0.000000000000000000e+00
2.084029944581196503e+02,-2.225500963596654946e-02,-2.334038236767754793e-02,0.000000000000000000e+00
2.093866842158777501e+02,-2.150326308226152561e-02,-2.403473694012264739e-02,0.000000000000000000e+00
2.103703739736358216e+02,-2.072986456540315547e-02,-2.470489056981339804e-02,0.000000000000000000e+00
2.113540637313939499e+02,-1.993559283213736100e-02,-2.535016846883564323e-02,0.000000000000000000e+00
2.123377534891520213e+02,-1.912124764672207267e-02,-2.596992089705646434e-02,0.000000000000000000e+00
2.133214432469101212e+02,-1.828764898575169218e-02,-2.656352381630627812e-02,0.000000000000000000e+00
2.143051330046682210e+02,-1.743563621246435602e-02,-2.713037951876573484e-02,0.000000000000000000e+00
2.152888227624263209e+02,-1.656606723147591165e-02,-2.766991722879386106e-02,0.000000000000000000e+00
2.162725125201844207e+02,-1.567981762503323218e-02,-2.818159367765230017e-02,0.000000000000000000e+00
2.172562022779424922e+02,-1.477777977132976872e-02,-2.866489365053598304e-02,0.000000000000000000e+00
2.182398920357005920e+02,-1.386086194605190558e-02,-2.911933050532619638e-02,0.000000000000000000e+00
2.192235817934586919e+02,-1.292998740777162592e-02,-2.954444666263950081e-02,0.000000000000000000e+00
2.202072715512167633e+02,-1.198609346817702814e-02,-2.993981406653470345e-02,0.000000000000000000e+00
2.211909613089748632e+02,-1.103013054846579966e-02,-3.030503461555067446e-02,0.000000000000000000e+00
2.221746510667329630e+02,-1.006306122229477795e-02,-3.063974056356580378e-02,0.000000000000000000e+00
2.231583408244910345e+02,-9.085859246463046102e-03,-3.094359489005008013e-02,0.000000000000000000e+00
2.241420305822491343e+02,-8.099508580553971271e-03,-3.121629163945675856e-02,0.000000000000000000e+00
2.251257203400072058e+02,-7.105002396085580152e-03,-3.145755622927683126e-02,0.000000000000000000e+00
2.261094100977653341e+02,-6.103342076468787347e-03,-3.166714572650872195e-02,0.000000000000000000e+00
2.270930998555234055e+02,-5.095536208736206607e-03,-3.184484909230596295e-02,0.000000000000000000e+00
2.280767896132814769e+02,-4.082599567939659835e-03,-3.199048739444641798e-02,0.000000000000000000e+00
2.290604793710395768e+02,-3.065552095453116799e-03,-3.210391398749175978e-02,0.000000000000000000e+00
2.300441691287976766e+02,-2.045417871899379847e-03,-3.218501466048418608e-02,0.000000000000000000e+00
2.310278588865557481e+02,-1.049921056615055193e-03,-2.753429326756776790e-02,0.000000000000000000e+00
2.320115486443138479e+02,-3.515993618775081764e-04,-1.612430034602976153e-02,0.000000000000000000e+00
2.333852860180512323e+02,-2.669697070423193708e-05,-3.365101644678205467e-03,0.000000000000000000e+00
2.347590233917885882e+02,-2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.361327607655259726e+02,2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.375064981392633285e+02,2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.388802355130007129e+02,-5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.402539728867380973e+02,-2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.416277102604754532e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.430014476342128091e+02,-2.553512956637860043e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.443751850079501651e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.457489223816875210e+02,7.771561172376095783e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.471226597554249054e+02,2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.484963971291622897e+02,-5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.498701345028996457e+02,2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.512438718766370300e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.526176092503744144e+02,-5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.539913466241117703e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.553650839978491263e+02,5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.567388213715864822e+02,5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.581125587453238950e+02,-7.771561172376095783e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.594862961190612509e+02,-2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.608600334927986069e+02,1.032507412901395583e-14,0.000000000000000000e+00,0.000000000000000000e+00
2.622337708665360196e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.636075082402733756e+02,-7.771561172376095783e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.649812456140107315e+02,2.553512956637860043e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.663549829877480875e+02,2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.677287203614854434e+02,5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.691024577352228562e+02,-2.609024107869117870e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.704761951089602121e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.718499324826975680e+02,5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.732236698564349808e+02,-5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.745974072301723368e+02,-7.771561172376095783e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.759711446039096927e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.773448819776470486e+02,6.439293542825907934e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.787186193513844046e+02,3.885780586188047891e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.800923567251218174e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.814660940988591733e+02,-1.276756478318930021e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.828398314725965292e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.842135688463339420e+02,-3.885780586188047891e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.855873062200712980e+02,-6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.869610435938086539e+02,1.276756478318930021e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.883347809675460098e+02,5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.897085183412833658e+02,5.218048215738235740e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.910822557150207786e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.924559930887581345e+02,-1.332267629550187849e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.938297304624954904e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.952034678362329032e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.965772052099702591e+02,-6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.979509425837076151e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.993246799574449710e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.006984173311823270e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.020721547049197397e+02,-6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.034458920786570957e+02,-1.332267629550187849e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.048196294523944516e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.061933668261318644e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.075671041998692203e+02,-6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.089408415736065763e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.103145789473439322e+02,5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.116883163210812882e+02,6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.130620536948187009e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.144357910685560569e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.158095284422934128e+02,5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.171832658160308256e+02,-6.494804694057165761e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.185570031897681815e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.199307405635055375e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.213044779372428934e+02,4.551914400963141816e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.226782153109802493e+02,5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.240519526847176621e+02,-4.551914400963141816e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.254256900584550181e+02,6.661338147750939243e-16,0.000000000000000000e+00,0.000000000000000000e+00
3.267994274321923740e+02,5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.281731648059297868e+02,-5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.295469021796671427e+02,-5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.309206395534044987e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.322943769271418546e+02,5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.336681143008792105e+02,5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.350418516746166233e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.364155890483539793e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.377893264220913352e+02,5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.391630637958287480e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.405368011695661039e+02,-5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.419105385433034598e+02,-6.661338147750939243e-16,0.000000000000000000e+00,0.000000000000000000e+00
3.432842759170408158e+02,5.495603971894524875e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.446580132907781717e+02,5.495603971894524875e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.460317506645155845e+02,-5.162537064506977913e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.474054880382529404e+02,3.330669073875469621e-16,0.000000000000000000e+00,0.000000000000000000e+00
3.487792254119902964e+02,5.495603971894524875e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.501529627857277092e+02,-5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
3.515267001594650651e+02,-5.828670879282071837e-15,0.000000000000000000e+00,0.000000000000000000e+00
